Feature,Count
monty python,1.8019814
ryan,1.8007059
faster,1.7986368
oscar best,1.7977084
king solomon,1.7964103
solomon mine,1.7964103
sight,1.7942178
doc,1.7938004
hitchcock,1.7910264
skull,1.7906396
getting,1.7874699
ralph,1.7873467
witness,1.7872896
sound,1.7867014
judaism,1.7835395
darkest,1.7834759
cage,1.7832106
ash,1.7825251
wallace,1.7819762
wallace gromit,1.7819762
gromit,1.7819762
husband,1.7815502
dundee,1.7799913
intelligent,1.7782401
scotland,1.7779757
awake,1.777683
aardman,1.7772145
invisible,1.777097
homeless,1.7765994
strike,1.776419
richard,1.7755525
redemption,1.7752181
mulholland,1.7751086
end world,1.774935
superhero superman,1.774859
artist,1.773715
cabin,1.7736344
remade,1.7710804
romantic,1.7710745
ferrell,1.7710562
depressing,1.7703155
cobra,1.7698648
blue lagoon,1.7696636
shine,1.7692974
prostokvashino,1.7660003
little woman,1.7650136
philosophical,1.7640942
face death,1.7634575
dumb,1.7634387
rich,1.7625619
suspicion,1.7624494
carry,1.7616913
jeff,1.7600002
danny,1.7595308
boulevard,1.7594651
horrible,1.758837
venom,1.7586343
change,1.7584693
pusher,1.7573915
xiong,1.7560278
sign,1.7548015
moscow,1.7521987
range,1.7499093
hop,1.7488735
hip,1.7488734
psychological,1.7485743
jason friday,1.74829
monday,1.7480724
cheaper dozen,1.7466921
cheaper,1.7466921
inspirational,1.7459702
widow,1.7459633
fright night,1.7455292
assignment,1.745177
covenant,1.7423675
midsummer,1.74185
midsummer night,1.74185
maid,1.7417872
operation,1.7408285
contender,1.7380822
werewolf,1.737193
boss,1.7354251
impact,1.7349743
tense,1.7337955
home alone,1.732923
beloved,1.732227
international,1.7321041
ju,1.7312083
pool,1.7307122
writing,1.7279092
fighting,1.727675
panic,1.724717
elite,1.7236646
caribbean,1.7228234
pirate caribbean,1.7228234
sleeping,1.7226442
burn,1.7193656
vampire hunter,1.7186569
evangelion,1.7171204
pursuit,1.7169241
weekend,1.7158499
desert,1.7156625
machete,1.7143381
wagon,1.7123914
pat,1.7118546
seen,1.708245
breaking,1.7080252
jersey,1.7057772
strong,1.7051246
lane,1.7049888
alice wonderland,1.7044232
dialogue,1.7041664
momma,1.7034868
dicaprio,1.7023767
leonardo dicaprio,1.7023767
philadelphia,1.7011175
planet earth,1.7007911
part iii,1.6990073
experiment,1.696318
conversation,1.6956854
boyz,1.6932472
maximum,1.6918864
stuart little,1.690316
bound,1.6899831
einstein,1.6896892
clause,1.6882787
total,1.6863316
abuse,1.6839443
wicked,1.678883
final chapter,1.6784998
mo,1.678274
bi,1.6770878
liam,1.6759573
drift,1.6743035
penguin,1.6742587
mall,1.6733618
sleep,1.6724752
card,1.672087
even,1.6717371
hate,1.6714855
mad max,1.6656445
executive,1.6631078
camillo,1.6617976
fortune,1.6586716
prom night,1.6579187
finding,1.6578103
birthday,1.6535794
yellow,1.6534505
sympathy,1.652626
map,1.652018
floor,1.651964
murphy,1.6501402
station,1.6478666
meteor,1.6473145
demolition,1.6473145
ledge,1.6473145
taken,1.6462976
father son,1.6450008
original,1.6412903
adaptation,1.6405402
frankie,1.6398622
county,1.6395283
guru,1.6393634
formula,1.6393634
mulan,1.6384665
garage,1.6383119
blueberry,1.6366757
astronaut,1.6364499
together,1.6358709
grease,1.6353338
german,1.6350434
debt,1.6350434
fletch,1.6350434
dying,1.6331455
legion,1.6321213
living dead,1.6314008
larry,1.6312152
somewhere,1.6309367
corn,1.6295178
child corn,1.6295178
bagdad,1.629396
grisham,1.629294
john grisham,1.629294
tommy,1.6291215
brazil,1.6291215
baraka,1.6291215
grindhouse,1.6273916
kick,1.6271571
halloweentown,1.6261313
powder,1.6251209
sacrifice,1.6221371
cocoon,1.6220944
pop,1.6215631
deliver,1.6194016
highway,1.6184304
karenina,1.6175044
anna karenina,1.6175044
salt,1.6168337
century,1.6166959
table,1.6156842
replacement,1.6150806
delta,1.6141007
ill,1.6118965
element,1.6116356
flubber,1.6109638
attraction,1.6102647
fantasia,1.609356
trinity,1.6091421
illusion,1.6089637
bringing,1.6085459
est,1.6083267
shin,1.6081715
pixel,1.6075947
horn,1.6075947
fatal,1.6057138
favorite,1.6055093
trapped,1.6045942
spartan,1.6045942
shelter,1.6045942
pixar,1.6038376
altered,1.6034768
sum,1.6034768
harrison,1.6028433
november,1.602289
tape,1.602289
clue,1.602289
rugrats,1.602289
crowd,1.6010215
matrix,1.6009376
scoundrel,1.5998102
filth,1.5996633
creed,1.5996633
changeling,1.5996633
daylight,1.5996633
switch,1.5996633
jon,1.5986171
hr,1.5982008
round,1.5982008
stakeout,1.5982008
rocket,1.5977415
othello,1.5976149
hur,1.597296
ben hur,1.597296
tai,1.5971673
non,1.5957851
score,1.5952845
urban,1.5949299
riddick,1.5948915
alfie,1.5948915
skeleton,1.5942407
suicide,1.5934795
paddington,1.5929965
watcher,1.5929965
stardust,1.5929965
kite,1.5929965
zulu,1.5929965
spying,1.5928459
hepburn,1.5921897
hepburn tracy,1.5921897
chase,1.590896
boxing rocky,1.5892038
new world,1.5887212
do,1.5886718
flirting,1.5885416
impostor,1.5885416
twister,1.5885416
tangled,1.5885416
gigi,1.5885416
page,1.5879631
greatest,1.587507
royale,1.587359
sandler,1.5870972
adam sandler,1.5870972
creeper,1.5862756
navigator,1.5858653
cross dressing,1.5851395
dressing,1.5851395
brief,1.585067
stiller,1.5849221
idaho,1.5848271
dare,1.584333
weird,1.5834869
mannequin,1.5827675
chaos,1.5827675
reckless,1.5827675
touching,1.5819286
angst,1.5805575
lone,1.5799958
pawn,1.579094
iris,1.579094
hyde,1.5775671
importance,1.5771695
fatherhood,1.576326
volume,1.5752854
overnight,1.5745873
nuremberg,1.5745873
annabelle,1.5745873
paradox,1.5745873
split,1.5745873
risk,1.5745873
survivor,1.5745873
condition,1.5741289
ron,1.571275
assault,1.5709611
collateral,1.5687656
dredd,1.5687656
tourist,1.5687656
solyaris,1.5687656
junior,1.5687656
judge,1.5687656
cargo,1.5687656
surrogate,1.5687656
scanner,1.5687656
lucy,1.5687656
troy,1.5687656
rainbow,1.5687656
solaris,1.5687656
brick,1.5687656
precious,1.5687656
idol,1.5686007
au,1.5674345
anastasia,1.5670679
everest,1.5670679
sleuth,1.5670679
avalon,1.5670679
forward,1.56625
farm,1.5660379
futurama,1.5655832
safety,1.5652838
plain,1.5652779
jefferies,1.5647218
jim jefferies,1.5647218
stan,1.5637476
mona,1.5616841
eat,1.5607817
prophecy,1.5605527
proposal,1.5605527
camille,1.5605527
bedroom,1.5605527
belly,1.5605527
leave,1.5605527
bulletproof,1.5605527
alligator,1.5605527
cell,1.5605527
bugsy,1.5605527
rapture,1.5605527
elektra,1.5605527
roxanne,1.5605527
heartbreaker,1.5605527
solace,1.5605527
chaser,1.5605527
pulse,1.5605527
commando,1.5605527
ladder,1.5605527
host,1.5605527
stitch,1.5605527
malice,1.5605527
mockumentary,1.5604429
true crime,1.560264
papillon,1.5600642
ni,1.5590929
nutty professor,1.5586032
follow,1.5583804
phoenix,1.5578616
war episode,1.5565797
madness,1.5563653
paranoia,1.5561944
superhero batman,1.5561533
evil dead,1.5559428
boat,1.5554942
tomb,1.5552766
softly,1.5535489
roger,1.5535023
version,1.5523756
gai,1.547627
lola,1.5470638
enter,1.546356
coffee,1.5454993
california,1.5443974
loose,1.5438609
last man,1.5426666
maiden,1.5423086
butcher,1.5408387
rex,1.5407745
thriller,1.5381336
corner,1.5381191
outlaw,1.5375944
hawk,1.5375059
might,1.5372784
sisterhood,1.5370047
weather,1.5364213
inc,1.5358318
union,1.5357804
tie,1.5355543
dickens oliver,1.5354996
straight,1.5340111
smokey,1.533226
smokey bandit,1.533226
king comedy,1.5321485
crystal,1.5318108
vu,1.5283645
sunrise,1.528353
temple,1.5274913
hostel,1.5258516
hear,1.5253522
ghost poltergeist,1.5242605
poltergeist,1.5242605
trooper,1.522342
tower,1.5221634
nut,1.5207193
twilight saga,1.5201591
nile,1.5187148
football,1.5169095
mi,1.5145818
road trip,1.5133628
trilogy,1.5127823
butler,1.5125278
many,1.5124123
confidential,1.5122689
fx,1.5111781
bowl,1.5110317
dai,1.5089357
british,1.5088301
diamond,1.5085579
man house,1.5074484
wine,1.5068883
edward,1.5062575
innocent,1.5051985
terminator,1.5051944
missing action,1.5045295
ridiculous,1.50304
witty,1.5026664
coco,1.5023478
fair,1.501772
little girl,1.5001438
fate,1.4996309
last day,1.4994602
milo,1.4994267
bite,1.4992611
suddenly,1.498256
imdb,1.4978058
imdb top,1.4978058
drama,1.4977617
chinese,1.4974965
snow white,1.4961067
horizon,1.4940083
viking,1.4936767
cult,1.4933847
black white,1.4929242
navy,1.492905
van,1.4922327
hype,1.4913621
prisoner,1.4909685
exodus,1.4902599
grandmother,1.4896505
maze,1.4890339
purgatory,1.4881341
saved,1.4880139
harder,1.4879766
land time,1.4873252
re animator,1.4868027
re,1.4868027
animator,1.4868027
marvel,1.4865854
jackal,1.485137
slow,1.4840263
destiny,1.483973
day earth,1.4823817
kickboxer,1.4814531
man year,1.481236
universal soldier,1.4812059
universal,1.4812059
boy life,1.4809761
delivery,1.4801142
bean,1.4797242
fail,1.4775856
bag,1.4775023
et le,1.4774891
tigger,1.4762117
almost,1.4761778
limited,1.4760222
sitter,1.4755027
revenge nerd,1.474192
laura,1.473315
firm,1.4731258
july,1.4727495
phenomenon,1.4712595
android,1.4709601
neon,1.4705803
heavy metal,1.4703273
ha,1.4701174
scarface,1.4697286
hunger game,1.4695855
gold digger,1.4691564
digger,1.4691564
cooler,1.4672858
enforcer,1.4665624
goon,1.4665624
dictator,1.4664174
fei,1.4653533
interesting,1.4652846
escort,1.4646889
misfit,1.4644859
galactica,1.4633367
battlestar,1.4633367
battlestar galactica,1.4633367
diabolique,1.4630594
raven,1.4630594
peacekeeper,1.4625919
power ranger,1.4623754
hat,1.4612269
shall,1.4610305
shattered,1.4606373
first time,1.4605685
gremlin,1.4602592
xxx,1.4599063
crank,1.4596426
superstar,1.459304
little man,1.4587044
yuma,1.4581861
burden,1.4579319
scene,1.4579169
gi joe,1.4579073
shake,1.4577769
witch mountain,1.4567488
jennifer,1.4562315
black christmas,1.4559103
cimarron,1.4553254
tombstone,1.4551587
casper,1.4551587
annihilation,1.4537346
cruise,1.453192
core,1.4528818
dreamer,1.4528818
jade,1.4524119
smile,1.4519643
wolverine,1.450983
atlantis,1.4504284
monogatari,1.4495924
troll,1.4494287
cousin,1.4494287
cloud,1.4494215
logan,1.4490298
dc,1.4484919
transplant,1.4483368
death penalty,1.44815
penalty,1.44815
invisible man,1.4474308
goofy,1.4471148
elle,1.4470047
cloudy,1.4462534
shepherd,1.4456242
immortal,1.444649
matchmaker,1.4439753
alvin chipmunk,1.4438454
chipmunk,1.4438454
alvin,1.4438454
casanova,1.443
simpson,1.4429847
singer,1.4429007
string,1.4428241
doomsday,1.4419346
chopper,1.441641
march,1.4398389
hung,1.4396242
file,1.4393736
santa clause,1.4381974
marshall,1.4380486
lead,1.4374268
match,1.437093
chasing,1.4366022
piece,1.4363077
man land,1.4359999
blank,1.4343749
office,1.4339048
man earth,1.4333012
harold,1.43294
villa,1.4317337
hair,1.4317337
kate,1.4298072
oz,1.429569
back future,1.4294044
kissed,1.4288979
poison,1.4276795
ivy,1.4276795
poison ivy,1.4276795
firework,1.4271109
dentist,1.4218633
performance,1.4206661
caesar,1.420338
pa,1.419227
based tv,1.4191082
tv show,1.4191082
duke,1.4188938
gritty,1.4187224
big momma,1.4183011
swept,1.4165758
greek,1.4145191
maria,1.4142385
drummer,1.4138165
zorro,1.4127202
family guy,1.4115276
guy present,1.4115276
rachel,1.4108956
dark humor,1.4103853
seeking,1.4101201
clever,1.40906
stallion,1.4088668
loving,1.4081627
fuzz,1.4068873
pacino,1.4066776
al pacino,1.4066776
reckoning,1.406041
mississippi,1.4059377
mortal kombat,1.4049596
kombat,1.4049596
last summer,1.4042299
bottle,1.4039004
loud,1.4032371
howling,1.4022274
apollo,1.4013133
commentary,1.4012876
jing,1.4010732
darkman,1.4009762
passage,1.3994052
comeback,1.3990252
drowning,1.3988173
sorcerer,1.3984281
recruit,1.3982096
watchman,1.3980497
daniel,1.3977078
morgan,1.3968991
abominable,1.3968953
doubt,1.3968483
bikini,1.3967166
postman,1.3965214
dou,1.3964939
surf,1.396452
square,1.3944029
nosferatu,1.394169
mule,1.3940722
love affair,1.3940439
stylized,1.3938615
raider,1.3938539
hereafter,1.3932018
chain,1.3921896
fame,1.3915169
piano,1.3908985
hanging,1.3905677
jude,1.3902448
velvet,1.3902158
unforgettable,1.389879
undercover,1.3895826
ricky,1.3889811
believer,1.3880162
lloyd,1.3874745
wild thing,1.3871503
fence,1.3863816
breathless,1.3847605
pussycat,1.3836997
education,1.3831025
train dragon,1.3830247
soup,1.3826764
dawn dead,1.3826755
let go,1.3822265
october,1.3818151
plastic,1.3808656
hitch,1.3800682
muppet christmas,1.3798721
mickey,1.3796382
patlabor,1.3790581
show business,1.3780569
marble,1.3779017
riding,1.3778703
bastard,1.377693
vi,1.3775843
von,1.3769913
pocahontas,1.376909
angus,1.375989
nun,1.375726
last holiday,1.375337
cook,1.3752235
heidi,1.3744156
ready,1.3731506
night dream,1.3725548
report,1.3702602
beginner,1.3698769
noon,1.3686185
anatomy,1.3682601
sky high,1.3682555
capote,1.368021
judgment,1.3674916
endgame,1.3673737
seventh,1.3665533
hill cop,1.3664932
keanu,1.3662492
cherry,1.3662187
taste,1.3662187
barcelona,1.3662187
threesome,1.3662187
willy,1.3657962
stoker,1.3646066
caveman,1.3641887
tattoo,1.3641707
vii,1.3631891
insomnia,1.362612
red dawn,1.3624707
shoot,1.3622284
sex city,1.3603044
cancer,1.3599703
tour,1.3595806
company men,1.3591168
dog day,1.3586843
raise,1.3582076
betty,1.357878
quick,1.3573351
babysitter,1.353719
snipe,1.3532703
think man,1.3527069
course,1.3510714
collision,1.3510714
collision course,1.3510714
metro,1.3499349
spy kid,1.3492994
loss,1.3484325
major league,1.3472155
death note,1.3472085
ningen,1.3471308
went,1.3454034
lewis,1.3444883
wall street,1.3442976
reader,1.3441151
swordsman,1.3418105
clousseau,1.3412855
star born,1.3411715
deuce,1.340099
saturday night,1.3395231
saturday,1.3395231
untold,1.3387897
rewrite,1.3386009
wicker man,1.338407
incident,1.3378828
little big,1.336798
dig,1.3361831
scientology,1.3360506
negro,1.335011
bogus,1.3335557
roman,1.3330618
harvest,1.3327539
angeles,1.3325186
los angeles,1.3325186
mouse men,1.3323915
gypsy,1.3322365
tammy,1.3312635
millennium,1.3311692
league sea,1.3303506
fire ice,1.3303506
confidence,1.3296528
thats,1.3286378
martha,1.3285613
balance,1.3285437
mr smith,1.3280092
hare,1.3276813
guest,1.3276345
who talking,1.3270625
look who,1.3270625
secret agent,1.3266983
twice,1.3261335
anne frank,1.3257482
fuck,1.3255036
tailor,1.3249139
subway,1.3247491
wide,1.324648
toxic avenger,1.323426
toxic,1.323426
batman robin,1.3226188
stranger call,1.3217598
war peace,1.3216174
find,1.3204445
incredibles,1.3199227
best friend,1.3189809
million dollar,1.3178148
la vega,1.3166142
portrait,1.3164157
jacket,1.3163724
hangover,1.3162696
wonder woman,1.3158704
others,1.3151006
slasher spoof,1.3138466
spoof scream,1.3138466
claim,1.3135897
rob,1.3128749
bread,1.3128586
jackie,1.3125914
christopher,1.3124385
blair,1.312383
blair witch,1.312383
hart,1.3108876
death funeral,1.3107337
trap,1.3106093
hustle,1.3096747
innocence,1.3095181
sorry,1.3094323
daddy home,1.3086327
sleepy,1.3082367
sleepy hollow,1.3082367
politics president,1.3076487
stick,1.3072463
natural,1.3063116
mark,1.3042147
falcon,1.3028773
deadpool,1.3028505
beautiful creature,1.3022479
alcatraz,1.3020704
district,1.301074
get carter,1.3006468
in,1.300096
everyone,1.2993498
gossip,1.2988374
black sheep,1.2983184
cyborg,1.2977834
daisy,1.2972839
fortress,1.2967478
hairdresser,1.2961617
jump street,1.2948953
slumber party,1.2946278
slumber,1.2946278
party massacre,1.2946278
big fat,1.2943382
calendar girl,1.2924646
calendar,1.2924646
evil child,1.2924104
unleashed,1.2923055
celebrity,1.2916198
protector,1.290837
lonesome,1.2903688
service,1.2903439
odd,1.2901801
shaggy dog,1.2895334
around,1.2891681
solo,1.2889048
cast,1.2886775
dj,1.288607
dj vu,1.288607
nazi,1.2886039
wayne,1.2884197
wayne world,1.2884197
problem child,1.2879791
met,1.2878022
anger,1.2875586
lily,1.2871923
high heel,1.2857487
seth,1.2854391
pus,1.2846657
pus boot,1.2846657
amityville horror,1.2836863
trainspotting,1.283114
hunchback,1.2826698
hunchback notre,1.2826698
notre,1.2826698
notre dame,1.2826698
hostage,1.2818905
tag,1.2814343
tap,1.2811706
roast,1.2801219
europe,1.279842
blind date,1.2797954
leg,1.2788173
graffiti,1.2779421
american graffiti,1.2779421
boy girl,1.2769994
repo,1.2769752
shakespeare hamlet,1.2758949
frantic,1.2752012
gallows,1.2752012
house wax,1.273871
wax,1.273871
shall dance,1.2737323
astrix et,1.2729126
trail,1.2727528
pitch perfect,1.2723727
cinema,1.271665
parasyte part,1.2716497
parasyte,1.2716497
georgia,1.271492
fairy tale,1.2709572
gatsby,1.2708781
great gatsby,1.2708781
fisher,1.2690378
whole,1.2688241
gone second,1.2682186
ginger,1.2679112
ginger snap,1.2679112
snap,1.2679112
magnificent seven,1.2679074
italy,1.2677112
doctor watson,1.2675397
holmes doctor,1.2675397
art steal,1.2667867
maniac cop,1.2667867
grown,1.2666838
sarah,1.266495
addiction,1.2658755
rushmore,1.2656171
mutiny,1.2649715
dr dolittle,1.2647521
watching,1.2646
golf,1.2644888
on,1.2635822
margot,1.2628543
mommy,1.2611873
social commentary,1.2610824
training,1.2610639
se,1.2608502
day dead,1.2591765
brother brat,1.2590239
brat,1.2590239
bullet head,1.2585211
one day,1.2581781
ride along,1.2541975
shape,1.254112
must die,1.2538955
unicorn,1.2537975
hope spring,1.2535368
dad army,1.252871
cold war,1.2524489
nothing lose,1.2508535
unfinished,1.250124
surviving,1.2499871
per,1.2491477
multiple,1.248865
robbery,1.2487139
cadillac,1.2483361
eye eye,1.2481561
crocodile dundee,1.2480477
tyler perry,1.2454492
tyler,1.2454492
perry,1.2454492
japan,1.245129
thief bagdad,1.2446264
deliver evil,1.243468
somebody,1.2428403
kizumonogatari,1.2425287
darkest hour,1.2421896
father bride,1.242021
labyrinth,1.241661
darn,1.2416275
darn cat,1.2416275
monte,1.2414938
sexual,1.2410787
rough,1.2401526
kindergarten cop,1.2398973
kindergarten,1.2398973
blue planet,1.2388941
twisted,1.2379409
whiplash,1.2370572
frankie johnny,1.2368381
tucker,1.2366544
bloody valentine,1.2360922
guess,1.2358557
best actress,1.2353997
secretary,1.2341948
eva,1.2335372
orlando,1.2335372
lion king,1.2331173
paranoid,1.2330055
creation,1.2328689
hornet,1.2326725
evolution,1.232327
yankee,1.2322187
flag,1.231859
jonah,1.2317438
emperor new,1.2314522
loved,1.2311132
bridget jones,1.2309842
bridget,1.2309842
paradise lost,1.2309325
insidious chapter,1.2301583
longest yard,1.2298979
wheel,1.2298807
freaky,1.2298726
freaky friday,1.2298726
agora,1.2292614
fever pitch,1.228825
year one,1.2287214
jurassic park,1.2276059
stepford,1.2275213
stepford wife,1.2275213
pain,1.2270788
hardcore,1.2270548
later,1.2269022
three men,1.226895
frog,1.226769
berlin,1.2264316
harvard,1.2264087
poetic,1.2260911
standing,1.2256618
lego,1.2255206
maggie,1.2253375
opposite sex,1.2250223
opposite,1.2250223
dangerous mind,1.2247192
nightclub,1.2246373
zoolander,1.2241803
parent,1.2229043
war room,1.2227833
nasa,1.2226119
nasa space,1.2226119
siam,1.2225537
dark knight,1.2222513
keeper,1.2219071
flamingo,1.2218297
stanley,1.2216213
tron,1.2206157
hallucinatory,1.2199267
flyer,1.2182875
spice,1.2182138
cruel,1.2178535
pow,1.2174777
hurricane,1.2170452
dan,1.2169018
ultimate,1.2164255
ultimate avenger,1.2164255
transylvania,1.2164255
hotel transylvania,1.2164255
craft,1.2162884
daze,1.2155495
mister,1.2153474
killing softly,1.2148097
indiana,1.2147331
indiana jones,1.2147331
bourne identity,1.2142643
shark jaw,1.2142643
lyric,1.2141193
caddyshack,1.2130537
boom,1.2121053
scandal,1.2119122
alone dark,1.2118379
gladiator,1.2117673
breakdown,1.2113119
andrew,1.2110423
streak,1.2109861
forster,1.2103679
storm,1.2098837
connecticut,1.2098526
close range,1.2096969
lot,1.2081289
give,1.2076267
casino royale,1.2073731
conan barbarian,1.2073731
writer,1.2071128
dr watson,1.2068914
holmes dr,1.2068914
nice,1.2065917
segura,1.20559
tom segura,1.20559
quentin,1.2055047
